"PrincipalAquifer","SuCode","State","STAID","DATES","NAWQA_ID","R65064","P65064","R65065","P65065","R65066","P65066","R65067","P65067","R65068","P65068","R65069","P65069","R65070","P65070","R65072","P65072","R61678","P61678","R65078","P65078","R65080","P65080","R61679","P61679","R65084","P65084","R61680","P61680","R65085","P65085","R61682","P61682","R61683","P61683","R65087","P65087","R65088","P65088","R65089","P65089","R65090","P65090","R65091","P65091","R61685","P61685","R65093","P65093","R65098","P65098"
"Biscayne aquifer","biscpas1","FL",261831080073201,"6/20/2016","BISCPAS1-05","<","9","NA","8.2973","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","NA","14.4076","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"High Plains aquifer","hpaqpas1","CO",384921102220901,"8/4/2015","HPAQPAS1-06","<","10","NA","3.5139","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","3"
"Basin and Range aquifers","bnrfpas1","NV",392200114480001,"11/5/2013","BNRFPAS1-35","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","3"
"Basin and Range aquifers","bnrfpas1","UT",403048112023501,"8/12/2013","BNRFPAS1-69","<","9","NA","15.3084","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",312827097064001,"12/20/2016","EDTRPAS1-25","<","10","<","6.8","<","8","<","50","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Rio Grande aquifer system","rgaqpas1","NM",321516107444801,"6/11/2014","RGAQPAS1-11","<","10","<","5","<","8","<","50","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","10"
"Southeastern Coastal Plain aquifer system","secppas1","SC",335934079332800,"8/28/2013","SECPPAS1-C-27","<","9","<","5","<","10","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Cambrian-Ordovician aquifer system","cmorpas1","WI",425837090375701,"7/8/2014","CMORPAS1-35","<","10","NA","10.2544","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","5"
"Valley and Ridge and Piedmont and Blue Ridge carbonate-rock aquifers","vpdcpas1","VA",382843078363101,"8/22/2013","VPDCPAS1-39","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","NA","2.9789","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Cambrian-Ordovician aquifer system","cmorpas1","IA",421903092112601,"5/5/2014","CMORPAS1-18","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","3"
"Colorado Plateaus aquifers","coplpas1","UT",403107109323501,"9/26/2017","COPLPAS1-33","<","25","<","6.8","<","8","<","25","<","25","<","10","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"High Plains aquifer","hpaqpas1","CO",400716102435901,"8/11/2015","HPAQPAS1-09","<","9","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","50","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","50"
"Edwards-Trinity aquifer system","edtrpas1","TX",291837100251801,"5/17/2017","EDTRPAS1-53","<","25","<","6.8","<","25","<","50","<","25","<","5.6","<","5","<","25","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","25","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","25"
"Biscayne aquifer","biscpas1","FL",261441080153602,"6/21/2016","BISCPAS1-09","<","10","NA","10.9834","<","8","<","19","<","10","<","5.6","<","5","<","5","<","50","<","2.8","<","206","<","17","<","11","<","25","NA","3.2742","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Cambrian-Ordovician aquifer system","cmorpas1","MI",454214087201801,"8/11/2014","CMORPAS1-56","<","25","<","5","<","8","<","19","<","25","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3"
"Coastal lowlands aquifer system","clowpas1","FL",303810087035701,"9/18/2013","CLOWPAS1-59","<","10","NA","11.6593","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","10","<","10","<","500","<","9","<","50","<","14","<","500","<","10"
"Basin and Range aquifers","bnrfpas1","CA",334400115230001,"6/18/2013","BNRFPAS1-06","<","50","<","250","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","50","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",294350098373901,"11/16/2016","EDTRPAS1-10","<","25","<","6.8","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","1000","<","50","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","10","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Floridan aquifer system","florpas1","FL",260960081410001,"4/29/2015","FLORPAS1-50","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Glacial aquifer system","glacpas1","MI",463000090010001,"8/12/2014","GLACPAS1-26","<","25","<","5","<","8","<","19","<","25","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3"
"Southeastern Coastal Plain aquifer system","secppas1","GA",314315084205901,"9/18/2013","SECPPAS1-C-07","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","10","<","10","<","500","<","9","<","50","<","14","<","500","<","10"
"High Plains aquifer","hpaqpas1","NE",412440099374001,"7/14/2015","HPAQPAS1-38","<","9","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Northern Atlantic Coastal Plain aquifer system","nacppas2","NC",342300077425401,"9/10/2013","NACPPAS2A-07","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Basin and Range aquifers","bnrfpas1","NV",394147119580801,"8/22/2013","BNRFPAS1-21","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Valley and Ridge and Piedmont and Blue Ridge carbonate-rock aquifers","vpdcpas1","VA",371444080012701,"8/27/2013","VPDCPAS1-54","<","9","<","5","<","10","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Floridan aquifer system","florpas1","FL",282650081054001,"4/27/2015","FLORPAS1-45","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","22","<","3","<","19","<","25","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",304313097263901,"11/21/2016","EDTRPAS1-11","<","10","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Southeastern Coastal Plain aquifer system","secppas1","GA",321838084435101,"9/19/2013","SECPPAS1-BW-04","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","10"
"Valley and Ridge and Piedmont and Blue Ridge carbonate-rock aquifers","vpdcpas1","MD",393241077434201,"9/16/2013","VPDCPAS1-21","<","10","NA","5.2861","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","10","<","10","<","500","<","9","<","50","<","14","<","500","<","10"
"Floridan aquifer system","florpas1","FL",263640080040001,"4/22/2015","FLORPAS1-43","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Colorado Plateaus aquifers","coplpas1","WY",414615110193601,"8/29/2017","COPLPAS1-57","<","7","<","7.4067","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","5","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Basin and Range aquifers","bnrfpas1","CA",345006118125701,"7/15/2013","BNRFPAS1-14","<","9","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","4.0409"
"Glacial aquifer system","glacpas1","OH",411721082350601,"8/15/2013","GLACPAS1-68","<","10","<","10","<","10","<","100","<","50","<","6","<","10","<","4","<","50","<","3","<","206","<","17","<","50","<","50","<","3","<","50","<","50","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","3"
"Cambrian-Ordovician aquifer system","cmorpas1","WI",443451091124401,"7/22/2014","CMORPAS1-37","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","5","<","50","<","3","<","250","<","250","<","11","<","22","<","3","<","19","<","20","<","10","<","10","NA","NA","<","9","<","18","<","14","<","500","<","11.0456"
"Edwards-Trinity aquifer system","edtrpas1","TX",305904103534001,"8/8/2017","EDTRPAS1-74","<","25","<","6.8","<","8","<","19","<","25","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","25","<","500","<","10"
"Glacial aquifer system","glacpas1","ND",475003098313701,"7/24/2014","GLACPAS1-16","<","10","<","5","<","8","<","25","<","6","<","6","<","4","<","10","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","5"
"Floridan aquifer system","florpas1","GA",314303083392101,"6/8/2015","FLORPAS1-01","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","3"
"Valley and Ridge and Piedmont and Blue Ridge carbonate-rock aquifers","vpdcpas1","NJ",410336074490601,"9/19/2013","VPDCPAS1-08","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","10"
"Glacial aquifer system","glacpas1","IA",431827091473401,"8/14/2013","GLACPAS1-U02","<","9","NA","50.5497","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","NA","6.5356","<","6","<","10","<","500","NA","1.735","<","50","<","14","<","500","<","3"
"Glacial aquifer system","glacpas1","ND",465146098291501,"7/16/2014","GLACPAS1-22","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3"
"Ozark Plateaus aquifer system","ozrkpas1","MO",380532091175101,"6/1/2016","OZRKPAS1-18","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","5","<","50","<","5","<","206","<","17","<","11","<","22","<","5","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Floridan aquifer system","florpas1","GA",304957083585001,"6/10/2015","FLORPAS1-06","<","9","<","5","<","8","<","19","<","6","<","6","<","5","<","5","<","50","<","5","<","206","<","17","<","11","<","22","<","5","<","19","<","20","<","10","<","10","NA","NA","<","9","<","18","<","14","<","500","<","5"
"Floridan aquifer system","florpas1","FL",302800084163001,"3/23/2015","FLORPAS1-27","<","10","NA","0.3081","<","8","<","19","<","6","<","6","<","4","<","5","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Valley and Ridge and Piedmont and Blue Ridge carbonate-rock aquifers","vpdcpas1","PA",403934075280101,"8/28/2013","VPDCPAS1-23","<","9","NA","13.7511","<","10","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","NA","5.699","<","18","<","14","<","500","<","3"
"Coastal lowlands aquifer system","clowpas1","TX",260204097443701,"9/9/2013","CLOWPAS1-17","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Valley and Ridge and Piedmont and Blue Ridge carbonate-rock aquifers","vpdcpas1","TN",361455084030601,"7/22/2013","VPDCPAS1-14","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","NA","7.777","<","20","<","6","<","10","<","500","NA","0.7653","<","18","<","14","NA","NA","<","5"
"Edwards-Trinity aquifer system","edtrpas1","TX",305722102023201,"6/13/2017","EDTRPAS1-63","<","25","<","6.8","<","8","<","19","<","25","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","25","<","11","<","22","<","3.6","<","25","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","WA",472318119290301,"7/21/2016","CLPTPAS1-15","<","7","<","6.8","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","50","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Coastal lowlands aquifer system","clowpas1","TX",292944095550101,"8/7/2013","CLOWPAS1-02","<","9","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","25","<","14","<","500","<","3"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","OR",453400117320001,"7/14/2016","CLPTPAS1-39","<","7","<","6.8","<","31.4913","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Basin and Range aquifers","bnrfpas1","AZ",342557112041303,"7/29/2013","BNRFPAS1-52","<","50","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Rio Grande aquifer system","rgaqpas1","NM",350352106334601,"7/16/2014","RGAQPAS1-24","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3.1969"
"Ozark Plateaus aquifer system","ozrkpas1","MO",373006094182601,"7/11/2016","OZRKPAS1-35","<","7","<","6.8","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Valley and Ridge and Piedmont and Blue Ridge carbonate-rock aquifers","vpdcpas1","AL",333924086352901,"9/11/2013","VPDCPAS1-45","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","NA","3.3026","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Cambrian-Ordovician aquifer system","cmorpas1","WI",430536089305201,"7/9/2014","CMORPAS1-41","<","10","NA","99.0136","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","5"
"Ozark Plateaus aquifer system","ozrkpas1","MO",371945089400101,"8/24/2016","OZRKPAS1-50","<","50","<","6.8","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","250","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","MS",315350089015601,"5/13/2014","METXPAS1-34","<","10","<","19.4","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Floridan aquifer system","florpas1","FL",281050082111001,"3/11/2015","FLORPAS1-19","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","3"
"Floridan aquifer system","florpas1","FL",300110082204001,"3/25/2015","FLORPAS1-30","<","10","<","5.55","<","8.88","<","21.09","<","10","<","6.66","<","4.44","<","4.44","<","55.5","<","3.33","<","228.66","<","18.87","<","12.21","<","24.42","<","3.33","<","21.09","<","22.2","<","6.66","<","11.1","NA","NA","<","9.99","<","19.98","<","15.54","<","555","<","10"
"Southeastern Coastal Plain aquifer system","secppas1","GA",323336084050601,"9/17/2013","SECPPAS1-C-06","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","10","<","10","<","500","<","9","<","50","<","14","<","500","<","10"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","ID",464425117004301,"8/4/2016","CLPTPAS1-60","<","7","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"High Plains aquifer","hpaqpas1","KS",373836098450401,"5/5/2015","HPAQPAS1-50","NA","NA","NA","7.7506","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","WA",471928118412501,"7/20/2016","CLPTPAS1-14","<","25","<","6.8","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","250","<","25","<","11","<","22","E","3.8679","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","50"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","MS",334607089473801,"6/11/2014","METXPAS1-43","<","10","<","5","<","8","<","50","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","10"
"Ozark Plateaus aquifer system","ozrkpas1","AR",360656093070601,"6/1/2016","OZRKPAS1-58","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","5","<","50","<","5","<","206","<","17","<","11","<","22","<","5","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Southeastern Coastal Plain aquifer system","secppas1","GA",314733085071401,"9/25/2013","SECPPAS1-BW-05","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","10"
"Northern Atlantic Coastal Plain aquifer system","nacppas2","VA",372148076461002,"9/25/2013","NACPPAS2A-28","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","NA","NA","<","3"
"Glacial aquifer system","glacpas1","WI",442100089030001,"9/9/2013","GLACPAS1-45","<","10","NA","11.0251","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","E","28.5099","<","11","<","22","NA","0.6377","<","19","<","20","<","6","<","10","<","500","NA","12.2184","<","18","<","14","<","500","<","3"
"Colorado Plateaus aquifers","coplpas1","NM",353850107514101,"8/21/2017","COPLPAS1-42","<","25","<","6.8","<","10","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Southeastern Coastal Plain aquifer system","secppas1","TN",352613088381501,"7/2/2013","SECPPAS1-C-33","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Basin and Range aquifers","bnrfpas1","AZ",332149113124601,"7/2/2013","BNRFPAS1-42","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Cambrian-Ordovician aquifer system","cmorpas1","IA",413336091161501,"4/8/2014","CMORPAS1-33","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","25","<","20","<","10","<","10","NA","NA","<","9","<","50","<","14","<","500","<","25"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","TX",311512095584601,"8/24/2015","METXPAS1-85","<","50","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","29.3823","<","206","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","250","<","14","NA","NA","<","50"
"Colorado Plateaus aquifers","coplpas1","UT",383224109284701,"7/10/2017","COPLPAS1-17","<","10","<","6.8","<","8","<","19","<","25","<","10","<","5","<","3","<","50","<","2.8","<","206","<","50","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Piedmont and Blue Ridge crystalline-rock aquifers","piedpas1","AL",323500085274801,"8/21/2014","PIEDPAS1-28","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Southeastern Coastal Plain aquifer system","secppas1","MS",345002088374401,"7/25/2013","SECPPAS1-BW-15","<","50","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Cambrian-Ordovician aquifer system","cmorpas1","WI",425954088482701,"7/2/2014","CMORPAS1-49","<","50","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","10"
"Valley and Ridge and Piedmont and Blue Ridge carbonate-rock aquifers","vpdcpas1","VA",370328080263101,"9/14/2013","VPDCPAS1-55","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","10","<","10","<","500","<","9","<","50","<","14","<","500","<","10"
"Coastal lowlands aquifer system","clowpas1","FL",305708087091201,"9/18/2013","CLOWPAS1-58","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","10","<","10","<","500","<","9","<","50","<","14","<","500","<","10"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","TN",350503089482201,"6/2/2014","METXPAS1-53","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","5","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3"
"Ozark Plateaus aquifer system","ozrkpas1","AR",361714092302501,"5/31/2016","OZRKPAS1-56","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","5","<","50","<","5","<","206","<","17","<","11","<","22","<","5","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Southeastern Coastal Plain aquifer system","secppas1","SC",325447080383601,"7/11/2013","SECPPAS1-C-18","<","9","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","3"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","MS",320736089235901,"7/15/2014","METXPAS1-50","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3"
"Floridan aquifer system","florpas1","FL",265600080080201,"4/22/2015","FLORPAS1-42","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Ozark Plateaus aquifer system","ozrkpas1","MO",365704090093401,"4/27/2016","OZRKPAS1-06","<","9","NA","2.2481","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Northern Atlantic Coastal Plain aquifer system","nacppas2","VA",374550077300501,"9/23/2013","NACPPAS2B-20","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","10"
